NÂ°,Codigo Nacional,Codigo OACI,Nombre,Latitud,Longitud,Altitud (Mts),Altura Minima (Mts),Propietario,Fecha Creacion,Tipo,Clasificacion,Zona Geografica,Region,Emite METAR,Emite SYNOP,Paisaje,Operador
130,230020  ,,Socaire,-23.59055,-67.89000,"3,357",0,INIA,18-11-2010,Automatica,Climatologica,Cordillera,Antofagasta,No,No,Desertico,Est. Automatica
131,230021  ,,"Llano de Chajnantor, observatorio APEX",-23.00583,-67.75917,5,0,ESO,03-10-2018,Automatica,Climatologica,Valle,Antofagasta,No,No,Sector cordillerano arido.,Estacion automatica ESO
132,230022  ,,Mejillones,-23.10917,-70.44333,31,0,DMC,23-11-2018,Automatica,Climatologica,Litoral,Antofagasta,No,No,"100 mtrs al norte sector urbano, al este zona desertica",Estacion automatica (Red Basica) (Carlos Saldano)
133,230023  ,,Camar,-23.40722,-67.96361,"2,694",0,INIA,09-08-2017,Automatica,Climatologica,Cordillera,Antofagasta,No,No,,Estacion automatica
134,230024  ,,Altos La Portada,-23.50417,-70.40472,105,0,INIA,11-08-2017,Automatica,Climatologica,Litoral,Antofagasta,No,No,,Estacion automatica
135,230901  ,,"Sierra Gorda, Baquedano",-23.33111,-69.84111,"1,034",0,DMC,01-12-1955,Convencional,TermoPluviometrica,Valle,Antofagasta,No,No,Sector desertico.,Observador Baquedano
136,230905  ,,"Antofagasta, Oficina Meteorologica",-23.70000,-70.40000,94,0,DMC,01-01-1932,Convencional,Climatologica,Litoral,Arica y Parinacota,No,No,"Sector urbano, al este zona desertica.",S/I
137,240001  ,,Socompa reten,-24.45028,-68.29083,"3,884",0,DMC,01-12-1984,Convencional,Climatologica,Cordillera,Antofagasta,No,No,Sector cordillerano.,Carabineros de Chile
138,240003  ,,Quebrada Guanaqueros,-24.44139,-68.55306,"4,029",0,DGA,01-04-2016,Automatica,Climatologica,Cordillera,Antofagasta,No,No,Desertico,Est. Automatica
139,240004  ,,Salar de Punta Negra,-24.54556,-68.92750,"2,952",0,DGA,01-04-2016,Automatica,Climatologica,Cordillera,Antofagasta,No,No,Desertico,Est. Automatica
140,240005  ,,"Cerro Paranal, observatorio astronomico",-24.62750,-70.40472,"2,648",0,ESO,03-10-2018,Automatica,Climatologica,Litoral,Antofagasta,No,No,,Estacion automatica - ESO
141,250003  ,,Catalina reten,-25.26139,-69.70389,"2,174",0,DMC,01-03-1963,Convencional,TermoPluviometrica,PreCordillera,Antofagasta,No,No,Sector desertico.,carabineros de Chile
142,250005  ,,Taltal,-25.41111,-70.48417,37,0,DMC,13-11-2012,Automatica,Climatologica,Litoral,Antofagasta,No,No,"Sector costero, Playa de Taltal 600 mtrs al NW.",Automatica (Red Basica) ubicada en Carabineros de Taltal
143,250006  ,,Quebrada Tal -Tal,-25.40333,-70.47972,90,0,DGA,01-04-2016,Automatica,Climatologica,Litoral,Antofagasta,No,No,Se encuentra en Localidad de Tal Tal a 280 mts de la costa.,Est. Automatica
144,250007  ,,La Cachina,-25.43389,-70.45333,213,0,INIA,05-10-2017,Automatica,Climatologica,Litoral,Antofagasta,No,No,,Estacion automatica
145,260001  ,,El Salvador comisaria,-26.24639,-69.62611,"2,24",0,DMC,01-11-1961,Convencional,Pluviometrica,Valle,Atacama,No,No,Zona desertica,Carabineros de Chile
146,260002  ,SCRA,Chanaral Ad.,-26.33222,-70.61083,23,0,DMC,01-03-1954,Convencional,Sinoptica Aeronautica,Litoral,Atacama,No,No,Sector desertico,Observador Meteorologico
147,260003  ,,Llanta control (reten),-26.33305,-69.82333,"1,187",0,DMC,01-11-1961,Convencional,Pluviometrica,Cordillera,Atacama,No,No,"Sector cordillerano, zona desertica, 6 km al este salar de pedernales",Carabineros de Chile
148,260004  ,SCRO,Potrerillos,-26.43472,-69.48083,"2,877",0,DMC,01-01-1919,Convencional,Climatologica,Valle,Atacama,No,No,"Sector cordillerano, zona desertica",Jose Rojas Olivares
149,260005  ,,Inca de Oro reten,-26.75528,-69.90528,"1,592",0,DMC,01-11-1961,Convencional,Pluviometrica,PreCordillera,Atacama,No,No,"Sector precordillerano, zona desertica",Carabineros de Chile
150,260007  ,,Isla San Felix,-26.29139,-80.09528,44,0,DIRECTEMAR,01-02-2016,Mixta,Sinoptica,Litoral,Valparaiso,No,Si,Sector insular,Funcionario Armada de Chile
151,260008  ,,Las Vegas,-26.67944,-69.66722,"2,25",0,DGA,01-01-1984,Automatica,Climatologica,PreCordillera,Atacama,No,No,Muy poca vegetacion. Sector desertico.,Est. Automatica
152,260009  ,,Falda Verde,-26.29972,-70.62417,127,0,INIA,01-09-2017,Automatica,Climatologica,Litoral,Atacama,No,No,"Sector costero al norte cerros de 270 mtrs de altura, 2,2 km al este borde costero",Estacion automatica
153,260901  ,,Pueblo Hundido reten,-26.39111,-70.04611,788,0,DMC,01-12-1962,Convencional,TermoPluviometrica,Valle,Atacama,No,No,"Sector urbano, ubicado en zona desertica",Carabineros de Chile
154,270001  ,SCIP,Mataveri Isla de Pascua Ap.,-27.15889,-109.43250,44,"1,5",DMC,01-07-1937,Mixta,Sinoptica Aeronautica,Litoral,Valparaiso,Si,Si,"Ubicada en planicie, aproximadamente a 1 Km de volcan Rano Kao, rodeada de volcanes",Maria Teresa Zamora Nahoe (Anexo 2074)
155,270002  ,SCHA,"Copiapo, Chamonate Ad.",-27.29944,-70.41417,305,0,DMC,01-01-1946,Convencional,Sinoptica Aeronautica,Valle,Atacama,No,No,Valle Transversal,DGAC
156,270003  ,,Copiapo particular,-27.36805,-70.31000,434,0,DMC,01-01-1935,Convencional,Pluviometrica,Valle,Atacama,No,No,Sector urbano rodeado de cerros,Luis Bogdanic Bassi
157,270004  ,,Los Loros reten,-27.83222,-70.10722,956,0,DMC,01-08-1932,Convencional,TermoPluviometrica,Valle,Atacama,No,No,"Sector urbano, valle rodeado de cerros",Carabineros de Chile
158,270005  ,,"Fundo Vaitea, Isla de Pascua",-27.12139,-109.35889,183,0,DMC,01-07-1937,Convencional,Pluviometrica,Litoral,Coquimbo,No,No,Cerros y volcan a aprox. 3 Km,Simon Ika Nahoe
159,270006  ,SCCL,Caldera,-27.05000,-70.85000,14,0,DMC,01-01-1870,Convencional,Sinoptica,Litoral,Atacama,No,No,Sector desertico.,Observador est. Sinoptica Caldera
160,270007  ,,Copiapo,-27.36139,-70.33972,380,0,DGA,01-01-1971,Automatica,Climatologica,Valle,Atacama,No,No,A 80 mts del Registro Civil de Copiapo.Sector urbano.,Est. Automatica
161,270008  ,SCAT,"Desierto de Atacama, Caldera Ad.",-27.25444,-70.78111,197,"2,1",DMC,01-01-2005,Mixta,Sinoptica Aeronautica,Secano Costero,Atacama,Si,No,"Desertico, ubicada a 8 Km de Caldera y 70 Km de la ciudad de Copiapo",Ivan Molina Encalada (Anexo 2887-1840-1841)
162,270009  ,,Copiapo Universidad de Atacama,-27.35889,-70.35333,362,0,DMC,02-11-2016,Automatica,Climatologica,Valle,Atacama,No,No,"Sector urbano, rodeado de cerros.",Estacion Automatica (Red Basica)
163,270010  ,,Caldera,-27.06833,-70.81750,23,0,DGA,01-03-1992,Automatica,Climatologica,Litoral,Atacama,No,No,"Muy poca vegetacion, a 580 mts al N se encuentra la costa.",Est. Automatica
164,270011  ,,Rio Copiapo en la Puerta,-27.80750,-70.12833,888,0,DGA,01-10-2010,Automatica,Climatologica,PreCordillera,Atacama,No,No,"Cercano a Rio Copiapo, mas vegetacion por cercania al rio.Predios agricolas cercanos.",Est. Automatica
165,270012  ,,Lautaro EMB.,-27.97889,-70.00444,"1,129",0,DGA,01-05-1930,Automatica,Climatologica,PreCordillera,Atacama,No,No,Rodeado de predios agricolas. Tranque Lautaro a 370 mts SE de estacion meteorologica.,Est. Automatica
166,270013  ,,Amolana,-27.95972,-70.01000,"1,09",0,INIA,01-04-2012,Automatica,Climatologica,Valle,Atacama,No,No,Rodeado de predios agricolas. Rio Copiapo a 325 mts W de estacion meteorologica.,Est. Automatica
167,270014  ,,Copiapo INIA,-27.35000,-70.41000,346,0,INIA,20-03-2009,Automatica,Climatologica,Valle,Atacama,No,No,Sector arido con predios agricolas al N de estacion meteorologica.,Est. Automatica (INIA)
168,270015  ,,Caldera R.B.,-27.07583,-70.82111,50,0,DMC,12-10-2018,Automatica,Climatologica,Litoral,Atacama,No,No,"Al N a 200 mtrs sector urbano, al S zona desertica.",Estacion automatica (Red Basica)
169,270016  ,,Copiapo,-27.34583,-70.40778,574,0,FDF,08-10-2019,Automatica,Climatologica,PreCordillera,Atacama,No,No,Rodeado de predios agricolas,Estacion Automatica (FDF)
170,270017  ,,"Tierra Amarilla, Tranque Lautaro",-28.97555,-70.00000,"1,173",0,FDF,08-10-2019,Automatica,Climatologica,Valle,Atacama,No,No,"Desertico, sin vegetacion.",Estacion Automatica
171,270018  ,,"Tierra Amarilla, Jotabeche",-27.58889,-70.24472,601,0,FDF,08-10-2019,Automatica,Climatologica,Valle,Atacama,No,No,"Rodeado de predios agricolas, a 700 mts W se encuentra el Rio Copiapo.",Estacion Automatica (FDF)
172,270019  ,,"Tierra Amarilla, Hornitos",-27.72917,-70.19667,772,0,FDF,08-10-2019,Automatica,Climatologica,Valle,Atacama,No,No,"Rodeado de predios agricolas, muy poca vegetacion.",Estacion Automatica (FDF)
173,270020  ,,"Copiapo, Bodega",-27.34361,-70.37305,346,0,FDF,08-10-2019,Convencional,Climatologica,PreCordillera,Atacama,No,No,"Rodeado de predios agricolas, Rio Copiapo a 270 mts NE de la estacion met.",Estacion Automatica (FDF)
174,270021  ,,La Copa,-27.34556,-70.62194,188,0,INIA,01-09-2017,Automatica,Climatologica,Valle,Atacama,No,No,,Estaciones automaticas
175,280001  ,,Puerto Huasco Subcomisaria,-28.46250,-71.22500,25,0,DMC,01-01-1945,Convencional,TermoPluviometrica,Litoral,Atacama,No,No,"Sector urbano, muelle 450 mtrs al NW",Carabineros de Chile
176,280002  ,,Freirina tenencia,-28.50861,-71.07833,102,0,DMC,01-09-1935,Convencional,Pluviometrica,Secano Costero,Atacama,No,No,Valle rodeado de cerros de aprox. 200 mtrs altura.,Carabineros de Chile
177,280003  ,SCLL,"Vallenar, Ad.",-28.59333,-70.75694,535,0,DMC,01-01-1915,Convencional,Pluviometrica,Valle,Atacama,No,No,Valle transversal,DGAC
178,280004  ,,El Transito escuela,-28.87667,-70.28055,"1,108",0,DMC,01-09-1935,Convencional,Pluviometrica,PreCordillera,Atacama,No,No,Sector rodeado de cerros,Mirta Gahona Gallardo
179,280005  ,,San Felix fundo,-28.93833,-70.45861,"1,183",0,DMC,01-11-1940,Convencional,Pluviometrica,Valle,Atacama,No,No,"Sector rodeado de cerros, rio del Carmen 200 mtrs al norte, cerro carrizo 500 mtrs al sur",Leyla Apes Monardez
180,280006  ,,Conay reten,-28.97417,-70.13694,"1,448",0,DMC,01-11-1961,Convencional,TermoPluviometrica,PreCordillera,Atacama,No,No,Sector rodeado de cerros de aprox 1.900 mtrs,Carabineros de Chile
181,280007  ,,El Parral,-28.97944,-70.19722,"1,265",0,DMC,01-06-1917,Convencional,Pluviometrica,PreCordillera,Atacama,No,No,"Sector cordillerano, rodeado de cerros",Veronica Gahona Arostica
182,280008  ,,San felix reten,-28.93361,-70.46167,"1,145",0,DMC,01-01-1975,Convencional,Pluviometrica,Valle,Atacama,No,No,Valle rodeado de cerros de aprox. 1.700 mtrs altura,Carabineros de Chile
183,280009  ,,El Pino,-28.46833,-71.16194,37,0,DMC,01-01-1991,Convencional,Pluviometrica,Litoral,Atacama,No,No,"Sector costero, 500 mtrs al sur rio Huasco",Cesar Villalobos Carmona
184,280010  ,,Freirina Nicolasa,-28.51694,-71.01000,156,0,DMC,02-11-2016,Automatica,Climatologica,Valle,Atacama,No,No,"Sector rodeado de predios agricolas, 100 mtrs al N se encuentra el rio Huasco",Estacion Automatica (Red Basica)
185,280011  ,,Rio Copiapo en Pastillo,-28.00361,-69.97722,"1,155",0,DGA,01-04-2013,Automatica,Climatologica,PreCordillera,Atacama,No,No,"A pocos metros del rio Copiapo, Predios agricolas al N de estacion met.",Est. Automatica
186,280012  ,,Rio Pulido en Vertedero,-28.08889,-69.94278,"1,322",0,DGA,01-03-2013,Automatica,Climatologica,PreCordillera,Atacama,No,No,"A pocos metros de rio Pulido, Predios agricolas al E de estacion met.",Est. Automatica
187,280013  ,,La Compania (Vallenar),-28.58111,-70.79833,469,0,DGA,01-02-1993,Automatica,Climatologica,Valle,Atacama,No,No,Rodeado de predios agricolas,Est. Automatica
188,280014  ,,Portezuelo el Gaucho,-28.62305,-70.04500,0,0,DGA,01-04-2003,Automatica,Climatologica,PreCordillera,Atacama,No,No,"Desertico, sector montanoso,arido.",Est. Automatica
189,280015  ,,Santa Juana,-28.67083,-70.65417,554,0,DGA,01-08-1961,Automatica,Climatologica,Valle,Atacama,No,No,"A pocos metros de Embalse Santa Juana, rodeado de predios agricolas.",Est. Automatica
190,280016  ,,Rio Huasco en Algodones,-28.73111,-70.50639,744,0,DGA,01-10-2003,Automatica,Climatologica,PreCordillera,Atacama,No,No,"A pocos metros del Rio Huasco, ubicada entre montanas.",Est. Automatica.
191,280017  ,,El Transito,-28.87361,-70.28194,"1,108",0,DGA,01-01-1993,Automatica,Climatologica,PreCordillera,Atacama,No,No,"Rodeado de predios agricolas, poca vegetacion.",Est. Automatica
192,280018  ,,San Felix,-28.93083,-70.46389,"1,133",0,DGA,01-07-1969,Automatica,Climatologica,Valle,Atacama,No,No,"A pocos metros del Rio San Felix, rodeado de montanas.",Est. Automatica
193,280019  ,,Rio Conay en las Lozas,-28.94861,-70.10333,"1,57",0,DGA,01-12-2015,Automatica,Climatologica,Valle,Atacama,No,No,"A pocos metros de Rio Conay, rodeado de montanas.",Est. Automatica
194,280020  ,,Rio Conay en Albaricoque,-28.95305,-70.11667,"1,511",0,DGA,01-01-1999,Automatica,Climatologica,Cordillera,Atacama,No,No,"A pocos metros de Rio Conay, rodeado de montanas.",Est. Automatica
195,280021  ,,CE Huasco,-28.58111,-70.79833,470,0,INIA,01-02-2011,Automatica,Climatologica,Valle,Atacama,No,No,Rodeada de predios agricolas,Est. Automatica
196,280022  ,,Freirina Vallenar,-28.52639,-70.94306,230,0,FDF,10-10-2019,Automatica,Climatologica,Litoral,Atacama,No,No,Rodeado de predios agricolas. Rio Huasco a 780 mts N de la estacion met.,Estacion Automatica (FDF)
197,280023  ,,Alto del Carmen,-28.76805,-70.44917,822,0,FDF,10-10-2019,Automatica,Climatologica,Valle,Atacama,No,No,Rodeado de predios agricolas. Rio del Transito a 100 mts S de la estacion met.,Estacion Automatica (FDF)
198,280024  ,,Freirina,-28.50667,-71.10361,100,0,FDF,10-10-2019,Automatica,Climatologica,Valle,Atacama,No,No,Rio Huasco a 350 mts N de la estacion met.,Estacion Automatca (FDF)
199,280025  ,,"Tierra Amarilla, Iglesia Colorada-Quebrada Seca",-28.14889,-69.89194,"1,516",0,FDF,10-10-2019,Automatica,Climatologica,Valle,Atacama,No,No,Rodeado de predios agricolas.,Estacion Automatica (FDF)
200,280902  ,,Vallenar Campex,-28.57583,-70.75722,393,0,DMC,01-01-1970,Convencional,Climatologica,Valle,Atacama,No,No,Sector urbano. Municipalidad de Vallenar a 436 mts WNW de estacion met.,S/O
201,280903  ,,Vallenar DGA,-28.58583,-70.73861,425,0,DGA,01-01-1972,Automatica,Climatologica,Valle,Atacama,No,No,"Sector urbano, Rio Huasco a 230 mts S de la estacion met.",Est. Automatica.
202,290001  ,,Incahuasi reten,-29.22694,-71.01222,788,0,DMC,01-05-1965,Convencional,TermoPluviometrica,Secano Interior,Coquimbo,No,No,Sector Desertico.,Carabineros de Chile
203,290002  ,,La Silla,-29.26361,-70.73250,"2,365",0,DMC,01-06-1971,Convencional,TermoPluviometrica,PreCordillera,Coquimbo,No,No,Sector precordillerano arido,Observador cooperativo de Observatorio La Silla
204,290003  ,,Huanta reten,-29.84750,-70.38861,"1,216",0,DMC,01-05-1939,Convencional,Pluviometrica,PreCordillera,Coquimbo,No,No,Sector rodeado de cerros de aproximadamente .2000 mtrs altura,Carabineros de Chile
205,290004  ,SCSE,"La Florida, La Serena Ad.",-29.91444,-71.20667,137,"2,88",DMC,01-01-1954,Mixta,Sinoptica Aeronautica,Secano Costero,Coquimbo,Si,Si,Planicie,David Rebolledo Pena (Anexos 1709 - 1762)
206,290005  ,SCCQ,Punta Tortuga faro,-29.93389,-71.34278,24,0,DIRECTEMAR,01-01-1870,Mixta,Sinoptica,Litoral,Coquimbo,No,Si,Sector de roquerios a 40 mtrs de la orilla del mar.,Armada de Chile
207,290006  ,,El Molle reten,-29.97778,-70.95194,370,0,DMC,01-11-1961,Convencional,Pluviometrica,Secano Interior,Coquimbo,No,No,Valle rodeado de cerros,Carabineros de Chile
208,290007  ,,Juntas del Toro tenencia,-29.97639,-70.09417,"2,091",0,DMC,01-05-1939,Convencional,Pluviometrica,Valle,Coquimbo,No,No,"Valle rodeado de cerros, rio a 50 mtrs al Oeste",Carabineros de Chile
209,290008  ,,Rivadavia,-29.96000,-70.53805,900,0,DMC,01-10-2004,Convencional,AgroMeteorologica,PreCordillera,Coquimbo,No,No,Sector rodeado de cerros.,Nibaldo Gonzalez Godoy
210,290009  ,,Rio Carmen en el Corral,-29.11305,-70.41639,"1,681",0,DGA,01-12-2015,Automatica,Climatologica,PreCordillera,Atacama,No,No,A muy pocos metros del Rio Carmen.,Est. Automatica
211,290010  ,,Rio Turbio en Varillar,-29.94722,-70.53722,890,0,DGA,01-11-2014,Automatica,Climatologica,PreCordillera,Coquimbo,No,No,Al W de estacion meteorologica desertico al E predios agricolas.,Est. Automatica
212,290011  ,,Rio Claro en Rivadavia,-29.98250,-70.55555,830,0,DGA,01-05-2015,Automatica,Climatologica,PreCordillera,Coquimbo,No,No,"A pocos metros de Rio Claro, al N se encuentran predios agricolas",Est. Automatica
213,290012  ,,Rio Toro antes Junta Rio la Laguna,-29.97111,-70.09278,"2,165",0,DGA,01-11-2014,Automatica,Climatologica,Cordillera,Coquimbo,No,No,"A pocos metros del Rio Toro, desertico.",Est. Automatica
214,290013  ,,"Cerro la Silla, observatorio astronomico",-29.25833,-70.73444,"2,377",0,ESO,03-10-2018,Automatica,Climatologica,PreCordillera,Coquimbo,No,No,Sector arido precordillerano,Estacion automatica - ESO
215,290014  ,,"La Higuera, El Trapiche",-29.37194,-71.11611,281,0,FDF,10-10-2019,Automatica,Climatologica,Valle,Coquimbo,No,No,"desertico, muy poca vegetacion.",Estacion Automatica
216,290901  ,,El Tofo tenencia,-29.45472,-71.24694,790,0,DMC,01-04-1964,Convencional,TermoPluviometrica,Secano Costero,Coquimbo,No,No,Sector arido rodeado de cerro de aprox. 600 mtrs altura.,Carabineros de Chile
217,290902  ,,La Serena Almirante Latorre,-29.63667,-70.95639,913,0,DMC,01-11-1961,Convencional,Pluviometrica,PreCordillera,Coquimbo,No,No,Sector desertico rodeado de cerros de aprox. 100 altura.,Observador estacion Almirante Latiorre
218,290907  ,,La Serena Campex,-29.92139,-71.24305,96,0,DMC,01-09-1960,Convencional,Climatologica,Litoral,Coquimbo,No,No,"Sector urbano, poca vegetacion.",S/O
219,290918  ,,La Serena - Oficina Meteorologica,-29.90000,-71.25000,32,0,DMC,22-11-1929,Convencional,Climatologica,Valle,Coquimbo,No,No,Sector costero y urbano.,Personal Fuerza Aerea de Chile
220,300001  ,,Paihuano tenencia,-30.02972,-70.51611,982,0,DMC,01-05-1918,Convencional,Pluviometrica,Cordillera,Coquimbo,No,No,"Rio Claro al Oeste a 1 km, sector rodeado de cerros de 1200 mtrs de altura",Carabineros de Chile
221,300002  ,,Vicuna D.O.S.,-30.03055,-70.69944,649,0,DMC,01-03-1918,Convencional,Pluviometrica,Valle,Coquimbo,No,No,Valle rodeado de cerros de aprox. 800 mtras altura.,Ruben Alvarez Monterrey
222,300003  ,,Vicuna INIA,-30.03111,-70.72083,605,0,INIA,01-02-1960,Automatica,Climatologica,Valle,Coquimbo,No,No,sector rodeado de vinedos,Est. Automatica
223,300004  ,,Pisco Elqui fundo,-30.09528,-70.50083,"1,185",0,DMC,01-01-1945,Convencional,Pluviometrica,PreCordillera,Coquimbo,No,No,Sector rodeado de vinedos y de cerros de aprox 2.000 mtrs de altura.,Mario Saguez Rodriguez
224,300005  ,,Pisco Elqui reten,-30.12361,-70.49389,"1,245",0,DMC,01-07-1975,Convencional,Pluviometrica,PreCordillera,Coquimbo,No,No,Valle rodeado de cerros y vinedos,Carabineros de Chile
225,300006  ,,Los Nichos Fundo,-30.15611,-70.49694,"1,337",0,DMC,01-01-1946,Convencional,Pluviometrica,PreCordillera,Coquimbo,No,No,"Entorno rodeado de cerros, y un estero a 200 mtrs de la estacion",Francisco Munizaga
226,300007  ,,Andacollo tenencia,-30.23389,-71.08167,"1,05",0,DMC,01-01-1962,Convencional,TermoPluviometrica,Valle,Coquimbo,No,No,Zona urbana,Carabineros de Chile
227,300008  ,,El Tangue Hacienda,-30.34833,-71.55889,21,0,DMC,01-01-1937,Convencional,Pluviometrica,Litoral,Coquimbo,No,No,"Sector plano, ubicado a 20 km al S de playa grande de Tongoy",Reginaldo Perez Yanez
228,300009  ,,Pichasca,-30.39306,-70.86750,729,0,DMC,01-01-1946,Convencional,Pluviometrica,Valle,Coquimbo,No,No,Valle rodeado de cerros de aproximadamente 900 mtrs de altura,Mirian Araya Olivares
229,300010  ,,Pachingo fundo,-30.46722,-71.54305,65,0,DMC,01-06-1932,Convencional,Pluviometrica,Litoral,Coquimbo,No,No,Sector costero,Soledad Vicuna Baeza
230,300011  ,,Cerrillos de Tamaya reten,-30.57972,-71.40917,254,0,DMC,01-12-1961,Convencional,Pluviometrica,Valle,Coquimbo,No,No,valle rodeado de predios agricolas,Carabineros de Chile
231,300012  ,,Los Penones Sendos,-30.62694,-71.22333,196,0,DMC,01-11-1962,Convencional,Pluviometrica,Valle,Coquimbo,No,No,"100 Mtrs al Sur rio Limari, sector agricola",Arnoldo Ramirez Castro
232,300013  ,,Fray Jorge,-30.68333,-71.65000,150,0,DMC,01-02-1969,Convencional,Climatologica,Valle,Coquimbo,No,No,"Zona montanosa con abundante vegetacion. Rio Limari 8 Km al Sur, cerro Mozambique a 2 Km.",Osvaldo Arevalo Soto
233,300014  ,,Embalse la Paloma,-30.70000,-71.03750,348,0,DMC,01-05-1964,Convencional,Climatologica,Valle,Coquimbo,No,No,"Ubicada en el Tranque la Paloma, rodeado de cerros de aprox. 700 mtrs altura",Degalio Henriquez
234,300015  ,,Los Molles de Bocatoma,-30.74333,-70.58833,"1,324",0,DMC,01-05-1956,Convencional,TermoPluviometrica,PreCordillera,Coquimbo,No,No,Sector rodeado de cerros precordilleranos,Operador de Endesa
235,300016  ,,"Ovalle, Huallillinga (ex Altar Alto)",-30.66028,-71.10778,299,0,DMC,01-12-1946,Convencional,Pluviometrica,Valle,Coquimbo,No,No,Valle rodeado de predios agricola y cerros de aprox 200 mtrs altura. 8 km al SE embalse la Paloma.,S/O
